,Bios,Movies,TV,Religion,Music,Sports,Books,Politics,Cluster #
7759,Award-winning internet fan. Reader. Hipster-friendly pop culture junkie. Total zombie guru.,0.0,0.0,3.0,4.0,9.0,4.0,8.0,9.0
7760,Infuriatingly humble social media fanatic. Hipster-friendly internet fan. Organizer.,3.0,8.0,3.0,5.000000000000001,4.0,6.0,6.0,4.0
7761,Evil food guru. Hipster-friendly coffee specialist. Incurable reader. Introvert. Internet fanatic. Amateur student.,9.0,9.0,6.999999999999999,6.999999999999999,9.0,1.0,6.0,0.0
7762,Pop culture ninja. Hardcore problem solver. Thinker. Zombie scholar. Music advocate. Web fan.,5.000000000000001,9.0,8.0,2.0,5.000000000000001,6.999999999999999,1.0,1.0
7763,Twitter advocate. Music guru. Subtly charming internet buff. Award-winning communicator. Incurable zombie specialist.,6.0,2.0,0.0,6.999999999999999,2.0,5.000000000000001,5.000000000000001,9.0
7764,General creator. Social media maven. Hipster-friendly entrepreneur. Zombie geek. Unapologetic tv trailblazer.,4.0,6.999999999999999,6.0,6.999999999999999,8.0,6.999999999999999,6.999999999999999,11.0
7765,Twitter fan. Beer geek. Passionate internet buff. General tv expert. Creator. Hardcore food maven.,2.0,8.0,3.0,2.0,9.0,5.000000000000001,9.0,0.0
7766,Freelance communicator. Professional bacon evangelist. Wannabe music geek. Troublemaker. Zombie guru.,5.000000000000001,2.0,1.0,6.0,5.000000000000001,4.0,6.999999999999999,5.0
7767,Twitter advocate. Freelance web geek. Professional tv nerd. Bacon trailblazer. Friend of animals everywhere.,2.0,6.999999999999999,2.0,2.0,0.0,8.0,6.999999999999999,3.0
7768,Communicator. Passionate troublemaker. Tv practitioner. Infuriatingly humble food lover.,9.0,5.000000000000001,8.0,6.999999999999999,5.000000000000001,5.000000000000001,4.0,4.0
7769,Explorer. Falls down a lot. Creator. Professional web lover. Total music practitioner. Tv fan.,8.0,8.0,3.0,3.0,6.999999999999999,2.0,5.000000000000001,8.0
7770,Friend of animals everywhere. Incurable alcohol maven. Passionate tv buff. Award-winning twitter fanatic. Creator.,8.0,6.999999999999999,8.0,2.0,4.0,0.0,5.000000000000001,3.0
7771,Hipster-friendly explorer. Award-winning coffee fanatic. Analyst. Problem solver. Troublemaker.,4.0,0.0,6.0,8.0,2.0,5.000000000000001,1.0,9.0
7772,Analyst. Reader. Travel specialist. Writer. Passionate bacon advocate. Proud internet nerd. Explorer. Troublemaker. Introvert.,4.0,3.0,2.0,5.000000000000001,1.0,2.0,4.0,5.0
7773,Avid bacon lover. Award-winning travel advocate. Unapologetic social media junkie. Student.,8.0,9.0,3.0,6.999999999999999,9.0,6.0,6.999999999999999,9.0
7774,Award-winning internet fan. Reader. Hipster-friendly pop culture junkie. Total zombie guru.,8.0,1.0,2.0,3.0,5.000000000000001,6.0,1.0,9.0
7775,Infuriatingly humble social media fanatic. Hipster-friendly internet fan. Organizer.,9.0,9.0,4.0,3.0,2.0,2.0,9.0,4.0
7776,Evil food guru. Hipster-friendly coffee specialist. Incurable reader. Introvert. Internet fanatic. Amateur student.,6.0,9.0,4.0,0.0,5.000000000000001,2.0,6.0,0.0
7777,Pop culture ninja. Hardcore problem solver. Thinker. Zombie scholar. Music advocate. Web fan.,3.0,6.0,6.999999999999999,0.0,4.0,6.999999999999999,3.0,1.0
7778,Twitter advocate. Music guru. Subtly charming internet buff. Award-winning communicator. Incurable zombie specialist.,1.0,6.0,6.999999999999999,8.0,2.0,3.0,3.0,9.0
7779,General creator. Social media maven. Hipster-friendly entrepreneur. Zombie geek. Unapologetic tv trailblazer.,3.0,1.0,6.999999999999999,2.0,3.0,4.0,0.0,11.0
7780,Twitter fan. Beer geek. Passionate internet buff. General tv expert. Creator. Hardcore food maven.,4.0,4.0,1.0,0.0,0.0,4.0,2.0,0.0
7781,Freelance communicator. Professional bacon evangelist. Wannabe music geek. Troublemaker. Zombie guru.,0.0,6.999999999999999,2.0,1.0,5.000000000000001,3.0,6.999999999999999,5.0
7782,Twitter advocate. Freelance web geek. Professional tv nerd. Bacon trailblazer. Friend of animals everywhere.,8.0,4.0,5.000000000000001,8.0,4.0,6.0,3.0,3.0
7783,Communicator. Passionate troublemaker. Tv practitioner. Infuriatingly humble food lover.,1.0,2.0,0.0,1.0,4.0,2.0,5.000000000000001,4.0
7784,Explorer. Falls down a lot. Creator. Professional web lover. Total music practitioner. Tv fan.,2.0,3.0,1.0,2.0,8.0,2.0,6.0,8.0
7785,Friend of animals everywhere. Incurable alcohol maven. Passionate tv buff. Award-winning twitter fanatic. Creator.,6.0,2.0,2.0,9.0,1.0,8.0,0.0,3.0
7786,Hipster-friendly explorer. Award-winning coffee fanatic. Analyst. Problem solver. Troublemaker.,9.0,5.000000000000001,2.0,9.0,0.0,0.0,6.0,9.0
7787,Analyst. Reader. Travel specialist. Writer. Passionate bacon advocate. Proud internet nerd. Explorer. Troublemaker. Introvert.,2.0,8.0,1.0,6.0,0.0,1.0,6.999999999999999,5.0
7788,Avid bacon lover. Award-winning travel advocate. Unapologetic social media junkie. Student.,6.0,6.0,6.0,1.0,4.0,3.0,0.0,9.0
7789,Award-winning internet fan. Reader. Hipster-friendly pop culture junkie. Total zombie guru.,0.0,4.0,4.0,5.000000000000001,0.0,4.0,4.0,9.0
7790,Infuriatingly humble social media fanatic. Hipster-friendly internet fan. Organizer.,8.0,3.0,0.0,0.0,4.0,0.0,5.000000000000001,4.0
7791,Evil food guru. Hipster-friendly coffee specialist. Incurable reader. Introvert. Internet fanatic. Amateur student.,1.0,9.0,1.0,9.0,0.0,6.0,6.999999999999999,0.0
7792,Pop culture ninja. Hardcore problem solver. Thinker. Zombie scholar. Music advocate. Web fan.,9.0,6.999999999999999,6.999999999999999,9.0,8.0,0.0,3.0,1.0
7793,Twitter advocate. Music guru. Subtly charming internet buff. Award-winning communicator. Incurable zombie specialist.,1.0,0.0,5.000000000000001,3.0,5.000000000000001,8.0,2.0,9.0
7794,General creator. Social media maven. Hipster-friendly entrepreneur. Zombie geek. Unapologetic tv trailblazer.,6.0,6.999999999999999,9.0,3.0,4.0,0.0,3.0,11.0
7795,Twitter fan. Beer geek. Passionate internet buff. General tv expert. Creator. Hardcore food maven.,9.0,8.0,8.0,6.999999999999999,6.0,4.0,2.0,0.0
7796,Freelance communicator. Professional bacon evangelist. Wannabe music geek. Troublemaker. Zombie guru.,0.0,8.0,8.0,2.0,6.999999999999999,6.999999999999999,6.999999999999999,5.0
7797,Twitter advocate. Freelance web geek. Professional tv nerd. Bacon trailblazer. Friend of animals everywhere.,8.0,6.999999999999999,0.0,3.0,9.0,8.0,8.0,3.0
7798,Communicator. Passionate troublemaker. Tv practitioner. Infuriatingly humble food lover.,6.0,3.0,5.000000000000001,2.0,1.0,4.0,4.0,4.0
7799,Explorer. Falls down a lot. Creator. Professional web lover. Total music practitioner. Tv fan.,6.0,9.0,6.999999999999999,5.000000000000001,8.0,8.0,2.0,8.0
7800,Friend of animals everywhere. Incurable alcohol maven. Passionate tv buff. Award-winning twitter fanatic. Creator.,6.999999999999999,6.999999999999999,0.0,3.0,2.0,6.999999999999999,9.0,3.0
7801,Hipster-friendly explorer. Award-winning coffee fanatic. Analyst. Problem solver. Troublemaker.,2.0,3.0,6.0,6.0,1.0,8.0,5.000000000000001,9.0
7802,Analyst. Reader. Travel specialist. Writer. Passionate bacon advocate. Proud internet nerd. Explorer. Troublemaker. Introvert.,2.0,8.0,0.0,5.000000000000001,8.0,2.0,9.0,5.0
7803,Avid bacon lover. Award-winning travel advocate. Unapologetic social media junkie. Student.,1.0,2.0,1.0,5.000000000000001,8.0,8.0,9.0,9.0
7804,Award-winning internet fan. Reader. Hipster-friendly pop culture junkie. Total zombie guru.,4.0,9.0,5.000000000000001,0.0,4.0,1.0,6.999999999999999,9.0
7805,Infuriatingly humble social media fanatic. Hipster-friendly internet fan. Organizer.,0.0,5.000000000000001,0.0,4.0,2.0,6.999999999999999,1.0,4.0
7806,Evil food guru. Hipster-friendly coffee specialist. Incurable reader. Introvert. Internet fanatic. Amateur student.,5.000000000000001,2.0,8.0,1.0,3.0,4.0,9.0,0.0
7807,Pop culture ninja. Hardcore problem solver. Thinker. Zombie scholar. Music advocate. Web fan.,9.0,6.999999999999999,2.0,4.0,5.000000000000001,2.0,5.000000000000001,1.0
7808,Twitter advocate. Music guru. Subtly charming internet buff. Award-winning communicator. Incurable zombie specialist.,8.0,8.0,6.999999999999999,2.0,8.0,8.0,5.000000000000001,9.0
7809,General creator. Social media maven. Hipster-friendly entrepreneur. Zombie geek. Unapologetic tv trailblazer.,2.0,3.0,5.000000000000001,6.999999999999999,6.999999999999999,5.000000000000001,8.0,11.0
7810,Twitter fan. Beer geek. Passionate internet buff. General tv expert. Creator. Hardcore food maven.,3.0,8.0,5.000000000000001,9.0,4.0,5.000000000000001,6.999999999999999,0.0
7811,Freelance communicator. Professional bacon evangelist. Wannabe music geek. Troublemaker. Zombie guru.,3.0,6.999999999999999,6.0,6.0,2.0,5.000000000000001,6.0,5.0
7812,Twitter advocate. Freelance web geek. Professional tv nerd. Bacon trailblazer. Friend of animals everywhere.,6.999999999999999,6.0,3.0,9.0,4.0,1.0,0.0,3.0
7813,Communicator. Passionate troublemaker. Tv practitioner. Infuriatingly humble food lover.,8.0,9.0,6.999999999999999,2.0,6.0,9.0,6.999999999999999,4.0
7814,Explorer. Falls down a lot. Creator. Professional web lover. Total music practitioner. Tv fan.,6.0,0.0,6.0,3.0,4.0,6.0,0.0,8.0
7815,Friend of animals everywhere. Incurable alcohol maven. Passionate tv buff. Award-winning twitter fanatic. Creator.,0.0,5.000000000000001,8.0,6.0,6.999999999999999,0.0,9.0,3.0
7816,Hipster-friendly explorer. Award-winning coffee fanatic. Analyst. Problem solver. Troublemaker.,4.0,6.999999999999999,0.0,1.0,6.999999999999999,0.0,6.999999999999999,9.0
7817,Analyst. Reader. Travel specialist. Writer. Passionate bacon advocate. Proud internet nerd. Explorer. Troublemaker. Introvert.,3.0,5.000000000000001,9.0,9.0,2.0,4.0,1.0,5.0
7818,Avid bacon lover. Award-winning travel advocate. Unapologetic social media junkie. Student.,2.0,0.0,3.0,4.0,5.000000000000001,2.0,6.0,9.0
7819,Award-winning internet fan. Reader. Hipster-friendly pop culture junkie. Total zombie guru.,6.999999999999999,6.999999999999999,3.0,3.0,2.0,8.0,3.0,9.0
7820,Infuriatingly humble social media fanatic. Hipster-friendly internet fan. Organizer.,4.0,6.999999999999999,1.0,8.0,5.000000000000001,8.0,3.0,4.0
7821,Evil food guru. Hipster-friendly coffee specialist. Incurable reader. Introvert. Internet fanatic. Amateur student.,2.0,1.0,3.0,5.000000000000001,3.0,4.0,1.0,0.0
7822,Pop culture ninja. Hardcore problem solver. Thinker. Zombie scholar. Music advocate. Web fan.,5.000000000000001,1.0,6.999999999999999,8.0,3.0,3.0,4.0,1.0
7823,Twitter advocate. Music guru. Subtly charming internet buff. Award-winning communicator. Incurable zombie specialist.,2.0,6.0,2.0,8.0,8.0,6.0,1.0,9.0
7824,General creator. Social media maven. Hipster-friendly entrepreneur. Zombie geek. Unapologetic tv trailblazer.,3.0,5.000000000000001,5.000000000000001,2.0,0.0,2.0,2.0,11.0
7825,Twitter fan. Beer geek. Passionate internet buff. General tv expert. Creator. Hardcore food maven.,3.0,2.0,8.0,6.0,6.999999999999999,8.0,4.0,0.0
7826,Freelance communicator. Professional bacon evangelist. Wannabe music geek. Troublemaker. Zombie guru.,6.0,8.0,4.0,1.0,6.0,8.0,6.0,5.0
7827,Twitter advocate. Freelance web geek. Professional tv nerd. Bacon trailblazer. Friend of animals everywhere.,2.0,3.0,5.000000000000001,0.0,1.0,8.0,4.0,3.0
7828,Communicator. Passionate troublemaker. Tv practitioner. Infuriatingly humble food lover.,6.0,1.0,5.000000000000001,1.0,3.0,0.0,3.0,4.0
7829,Explorer. Falls down a lot. Creator. Professional web lover. Total music practitioner. Tv fan.,4.0,9.0,3.0,6.0,8.0,0.0,4.0,8.0
7830,Friend of animals everywhere. Incurable alcohol maven. Passionate tv buff. Award-winning twitter fanatic. Creator.,6.0,5.000000000000001,6.0,5.000000000000001,1.0,4.0,4.0,3.0
7831,Hipster-friendly explorer. Award-winning coffee fanatic. Analyst. Problem solver. Troublemaker.,5.000000000000001,1.0,6.999999999999999,5.000000000000001,6.999999999999999,9.0,3.0,9.0
7832,Analyst. Reader. Travel specialist. Writer. Passionate bacon advocate. Proud internet nerd. Explorer. Troublemaker. Introvert.,4.0,0.0,3.0,8.0,6.999999999999999,0.0,6.0,5.0
7833,Avid bacon lover. Award-winning travel advocate. Unapologetic social media junkie. Student.,0.0,3.0,6.999999999999999,6.0,5.000000000000001,9.0,8.0,9.0
7834,Award-winning internet fan. Reader. Hipster-friendly pop culture junkie. Total zombie guru.,3.0,5.000000000000001,6.0,8.0,6.999999999999999,4.0,0.0,9.0
7835,Infuriatingly humble social media fanatic. Hipster-friendly internet fan. Organizer.,5.000000000000001,6.0,5.000000000000001,0.0,0.0,0.0,9.0,4.0
7836,Evil food guru. Hipster-friendly coffee specialist. Incurable reader. Introvert. Internet fanatic. Amateur student.,0.0,1.0,6.0,3.0,8.0,2.0,5.000000000000001,0.0
7837,Pop culture ninja. Hardcore problem solver. Thinker. Zombie scholar. Music advocate. Web fan.,0.0,3.0,0.0,6.0,8.0,6.999999999999999,2.0,1.0
7838,Twitter advocate. Music guru. Subtly charming internet buff. Award-winning communicator. Incurable zombie specialist.,4.0,6.0,1.0,8.0,6.0,3.0,3.0,9.0
7839,General creator. Social media maven. Hipster-friendly entrepreneur. Zombie geek. Unapologetic tv trailblazer.,1.0,8.0,9.0,5.000000000000001,3.0,5.000000000000001,2.0,11.0
7840,Twitter fan. Beer geek. Passionate internet buff. General tv expert. Creator. Hardcore food maven.,2.0,9.0,9.0,6.0,6.0,6.999999999999999,6.999999999999999,0.0
7841,Freelance communicator. Professional bacon evangelist. Wannabe music geek. Troublemaker. Zombie guru.,9.0,6.999999999999999,6.999999999999999,9.0,4.0,2.0,4.0,5.0
7842,Twitter advocate. Freelance web geek. Professional tv nerd. Bacon trailblazer. Friend of animals everywhere.,6.0,1.0,4.0,0.0,5.000000000000001,2.0,8.0,3.0
7843,Communicator. Passionate troublemaker. Tv practitioner. Infuriatingly humble food lover.,3.0,1.0,6.999999999999999,3.0,9.0,9.0,2.0,4.0
7844,Explorer. Falls down a lot. Creator. Professional web lover. Total music practitioner. Tv fan.,6.999999999999999,1.0,6.999999999999999,4.0,9.0,6.999999999999999,2.0,8.0
7845,Friend of animals everywhere. Incurable alcohol maven. Passionate tv buff. Award-winning twitter fanatic. Creator.,4.0,0.0,9.0,6.0,3.0,0.0,6.0,3.0
7846,Hipster-friendly explorer. Award-winning coffee fanatic. Analyst. Problem solver. Troublemaker.,0.0,4.0,0.0,6.999999999999999,6.0,6.999999999999999,9.0,9.0
7847,Analyst. Reader. Travel specialist. Writer. Passionate bacon advocate. Proud internet nerd. Explorer. Troublemaker. Introvert.,2.0,8.0,8.0,5.000000000000001,2.0,5.000000000000001,6.999999999999999,5.0
7848,Avid bacon lover. Award-winning travel advocate. Unapologetic social media junkie. Student.,9.0,6.0,9.0,8.0,1.0,5.000000000000001,2.0,9.0
7849,Award-winning internet fan. Reader. Hipster-friendly pop culture junkie. Total zombie guru.,1.0,8.0,4.0,0.0,6.999999999999999,2.0,0.0,9.0
7850,Infuriatingly humble social media fanatic. Hipster-friendly internet fan. Organizer.,3.0,9.0,9.0,4.0,4.0,6.0,5.000000000000001,4.0
7851,Evil food guru. Hipster-friendly coffee specialist. Incurable reader. Introvert. Internet fanatic. Amateur student.,6.999999999999999,0.0,4.0,2.0,2.0,1.0,1.0,0.0
7852,Pop culture ninja. Hardcore problem solver. Thinker. Zombie scholar. Music advocate. Web fan.,6.999999999999999,2.0,3.0,6.0,5.000000000000001,9.0,9.0,1.0
7853,Twitter advocate. Music guru. Subtly charming internet buff. Award-winning communicator. Incurable zombie specialist.,3.0,9.0,3.0,6.0,8.0,1.0,2.0,9.0
7854,General creator. Social media maven. Hipster-friendly entrepreneur. Zombie geek. Unapologetic tv trailblazer.,8.0,4.0,8.0,8.0,2.0,1.0,6.999999999999999,11.0
7855,Twitter fan. Beer geek. Passionate internet buff. General tv expert. Creator. Hardcore food maven.,9.0,0.0,0.0,9.0,0.0,1.0,5.000000000000001,0.0
7856,Freelance communicator. Professional bacon evangelist. Wannabe music geek. Troublemaker. Zombie guru.,3.0,5.000000000000001,1.0,3.0,9.0,0.0,2.0,5.0
7857,Twitter advocate. Freelance web geek. Professional tv nerd. Bacon trailblazer. Friend of animals everywhere.,4.0,0.0,2.0,8.0,3.0,6.0,0.0,3.0
7858,Communicator. Passionate troublemaker. Tv practitioner. Infuriatingly humble food lover.,8.0,3.0,2.0,9.0,3.0,6.0,0.0,4.0
7859,Explorer. Falls down a lot. Creator. Professional web lover. Total music practitioner. Tv fan.,3.0,3.0,8.0,6.0,6.0,0.0,9.0,8.0
7860,Friend of animals everywhere. Incurable alcohol maven. Passionate tv buff. Award-winning twitter fanatic. Creator.,9.0,1.0,6.0,4.0,5.000000000000001,6.0,0.0,3.0
7861,Hipster-friendly explorer. Award-winning coffee fanatic. Analyst. Problem solver. Troublemaker.,6.0,8.0,1.0,6.999999999999999,4.0,5.000000000000001,1.0,9.0
7862,Analyst. Reader. Travel specialist. Writer. Passionate bacon advocate. Proud internet nerd. Explorer. Troublemaker. Introvert.,0.0,5.000000000000001,1.0,5.000000000000001,6.999999999999999,1.0,2.0,5.0
7863,Avid bacon lover. Award-winning travel advocate. Unapologetic social media junkie. Student.,6.999999999999999,6.0,3.0,6.0,5.000000000000001,1.0,9.0,9.0
7864,Award-winning internet fan. Reader. Hipster-friendly pop culture junkie. Total zombie guru.,3.0,5.000000000000001,1.0,6.999999999999999,1.0,9.0,6.999999999999999,9.0
7865,Infuriatingly humble social media fanatic. Hipster-friendly internet fan. Organizer.,2.0,0.0,8.0,1.0,8.0,3.0,4.0,4.0
7866,Evil food guru. Hipster-friendly coffee specialist. Incurable reader. Introvert. Internet fanatic. Amateur student.,5.000000000000001,1.0,9.0,6.999999999999999,1.0,0.0,9.0,0.0
7867,Pop culture ninja. Hardcore problem solver. Thinker. Zombie scholar. Music advocate. Web fan.,4.0,9.0,5.000000000000001,5.000000000000001,6.0,1.0,6.999999999999999,1.0
7868,Twitter advocate. Music guru. Subtly charming internet buff. Award-winning communicator. Incurable zombie specialist.,4.0,5.000000000000001,1.0,9.0,6.0,4.0,9.0,9.0
7869,General creator. Social media maven. Hipster-friendly entrepreneur. Zombie geek. Unapologetic tv trailblazer.,6.0,9.0,1.0,5.000000000000001,6.0,3.0,3.0,11.0
7870,Twitter fan. Beer geek. Passionate internet buff. General tv expert. Creator. Hardcore food maven.,6.999999999999999,9.0,9.0,6.0,8.0,6.999999999999999,4.0,0.0
7871,Freelance communicator. Professional bacon evangelist. Wannabe music geek. Troublemaker. Zombie guru.,8.0,0.0,8.0,1.0,6.999999999999999,1.0,5.000000000000001,5.0
7872,Twitter advocate. Freelance web geek. Professional tv nerd. Bacon trailblazer. Friend of animals everywhere.,1.0,5.000000000000001,6.0,2.0,1.0,3.0,8.0,3.0
7873,Communicator. Passionate troublemaker. Tv practitioner. Infuriatingly humble food lover.,6.999999999999999,2.0,2.0,4.0,0.0,4.0,1.0,4.0
7874,Explorer. Falls down a lot. Creator. Professional web lover. Total music practitioner. Tv fan.,1.0,0.0,3.0,2.0,5.000000000000001,8.0,2.0,8.0
7875,Friend of animals everywhere. Incurable alcohol maven. Passionate tv buff. Award-winning twitter fanatic. Creator.,1.0,8.0,9.0,6.999999999999999,2.0,4.0,2.0,3.0
7876,Hipster-friendly explorer. Award-winning coffee fanatic. Analyst. Problem solver. Troublemaker.,8.0,3.0,6.0,6.999999999999999,9.0,0.0,3.0,9.0
7877,Analyst. Reader. Travel specialist. Writer. Passionate bacon advocate. Proud internet nerd. Explorer. Troublemaker. Introvert.,2.0,0.0,3.0,6.999999999999999,5.000000000000001,1.0,0.0,5.0
7878,Avid bacon lover. Award-winning travel advocate. Unapologetic social media junkie. Student.,5.000000000000001,3.0,0.0,9.0,5.000000000000001,9.0,1.0,9.0
7879,Award-winning internet fan. Reader. Hipster-friendly pop culture junkie. Total zombie guru.,1.0,0.0,6.0,0.0,6.999999999999999,0.0,2.0,9.0
7880,Infuriatingly humble social media fanatic. Hipster-friendly internet fan. Organizer.,6.999999999999999,1.0,3.0,6.999999999999999,0.0,5.000000000000001,0.0,4.0
7881,Evil food guru. Hipster-friendly coffee specialist. Incurable reader. Introvert. Internet fanatic. Amateur student.,9.0,8.0,2.0,9.0,6.999999999999999,8.0,2.0,0.0
7882,Pop culture ninja. Hardcore problem solver. Thinker. Zombie scholar. Music advocate. Web fan.,9.0,6.999999999999999,9.0,2.0,5.000000000000001,6.0,6.0,1.0
7883,Twitter advocate. Music guru. Subtly charming internet buff. Award-winning communicator. Incurable zombie specialist.,6.0,4.0,6.0,0.0,9.0,2.0,0.0,9.0
7884,General creator. Social media maven. Hipster-friendly entrepreneur. Zombie geek. Unapologetic tv trailblazer.,3.0,1.0,6.999999999999999,9.0,2.0,9.0,6.0,11.0
7885,Twitter fan. Beer geek. Passionate internet buff. General tv expert. Creator. Hardcore food maven.,0.0,1.0,8.0,9.0,2.0,3.0,0.0,0.0
7886,Freelance communicator. Professional bacon evangelist. Wannabe music geek. Troublemaker. Zombie guru.,5.000000000000001,2.0,2.0,5.000000000000001,2.0,6.0,9.0,5.0
7887,Twitter advocate. Freelance web geek. Professional tv nerd. Bacon trailblazer. Friend of animals everywhere.,4.0,6.999999999999999,4.0,2.0,5.000000000000001,8.0,5.000000000000001,3.0
7888,Communicator. Passionate troublemaker. Tv practitioner. Infuriatingly humble food lover.,3.0,5.000000000000001,1.0,3.0,8.0,9.0,0.0,4.0
7889,Explorer. Falls down a lot. Creator. Professional web lover. Total music practitioner. Tv fan.,0.0,2.0,8.0,1.0,6.999999999999999,1.0,2.0,8.0
7890,Friend of animals everywhere. Incurable alcohol maven. Passionate tv buff. Award-winning twitter fanatic. Creator.,1.0,5.000000000000001,6.0,4.0,3.0,3.0,2.0,3.0
7891,Hipster-friendly explorer. Award-winning coffee fanatic. Analyst. Problem solver. Troublemaker.,6.0,0.0,2.0,3.0,2.0,9.0,6.0,9.0
7892,Analyst. Reader. Travel specialist. Writer. Passionate bacon advocate. Proud internet nerd. Explorer. Troublemaker. Introvert.,6.999999999999999,0.0,8.0,9.0,6.999999999999999,6.0,6.999999999999999,5.0
7893,Avid bacon lover. Award-winning travel advocate. Unapologetic social media junkie. Student.,0.0,6.0,6.999999999999999,4.0,6.0,8.0,6.999999999999999,9.0
7894,Award-winning internet fan. Reader. Hipster-friendly pop culture junkie. Total zombie guru.,2.0,6.0,6.999999999999999,5.000000000000001,8.0,2.0,8.0,9.0
7895,Infuriatingly humble social media fanatic. Hipster-friendly internet fan. Organizer.,1.0,8.0,8.0,8.0,4.0,3.0,9.0,4.0
7896,Evil food guru. Hipster-friendly coffee specialist. Incurable reader. Introvert. Internet fanatic. Amateur student.,6.0,5.000000000000001,3.0,5.000000000000001,1.0,1.0,9.0,0.0
7897,Pop culture ninja. Hardcore problem solver. Thinker. Zombie scholar. Music advocate. Web fan.,6.0,8.0,2.0,0.0,5.000000000000001,9.0,4.0,1.0
7898,Twitter advocate. Music guru. Subtly charming internet buff. Award-winning communicator. Incurable zombie specialist.,8.0,9.0,9.0,4.0,3.0,9.0,0.0,9.0
7899,General creator. Social media maven. Hipster-friendly entrepreneur. Zombie geek. Unapologetic tv trailblazer.,8.0,2.0,1.0,3.0,5.000000000000001,4.0,6.999999999999999,11.0
7900,Twitter fan. Beer geek. Passionate internet buff. General tv expert. Creator. Hardcore food maven.,4.0,5.000000000000001,5.000000000000001,8.0,6.999999999999999,6.999999999999999,4.0,0.0
7901,Freelance communicator. Professional bacon evangelist. Wannabe music geek. Troublemaker. Zombie guru.,2.0,2.0,4.0,3.0,3.0,9.0,6.999999999999999,5.0
7902,Twitter advocate. Freelance web geek. Professional tv nerd. Bacon trailblazer. Friend of animals everywhere.,0.0,2.0,4.0,3.0,1.0,8.0,8.0,3.0
7903,Communicator. Passionate troublemaker. Tv practitioner. Infuriatingly humble food lover.,9.0,2.0,3.0,4.0,8.0,8.0,3.0,4.0
7904,Explorer. Falls down a lot. Creator. Professional web lover. Total music practitioner. Tv fan.,5.000000000000001,3.0,0.0,2.0,1.0,8.0,0.0,8.0
7905,Friend of animals everywhere. Incurable alcohol maven. Passionate tv buff. Award-winning twitter fanatic. Creator.,1.0,9.0,0.0,2.0,4.0,3.0,8.0,3.0
7906,Hipster-friendly explorer. Award-winning coffee fanatic. Analyst. Problem solver. Troublemaker.,0.0,6.999999999999999,2.0,3.0,4.0,5.000000000000001,9.0,9.0
7907,Analyst. Reader. Travel specialist. Writer. Passionate bacon advocate. Proud internet nerd. Explorer. Troublemaker. Introvert.,4.0,8.0,1.0,4.0,0.0,2.0,4.0,5.0
7908,Avid bacon lover. Award-winning travel advocate. Unapologetic social media junkie. Student.,9.0,5.000000000000001,6.999999999999999,6.999999999999999,0.0,4.0,9.0,9.0
7909,Award-winning internet fan. Reader. Hipster-friendly pop culture junkie. Total zombie guru.,5.000000000000001,8.0,2.0,5.000000000000001,6.0,6.0,9.0,9.0
7910,Infuriatingly humble social media fanatic. Hipster-friendly internet fan. Organizer.,5.000000000000001,2.0,3.0,9.0,8.0,6.0,4.0,4.0
7911,Evil food guru. Hipster-friendly coffee specialist. Incurable reader. Introvert. Internet fanatic. Amateur student.,4.0,5.000000000000001,2.0,6.0,6.999999999999999,1.0,2.0,0.0
7912,Pop culture ninja. Hardcore problem solver. Thinker. Zombie scholar. Music advocate. Web fan.,6.0,6.999999999999999,8.0,0.0,6.0,2.0,8.0,1.0
7913,Twitter advocate. Music guru. Subtly charming internet buff. Award-winning communicator. Incurable zombie specialist.,5.000000000000001,4.0,2.0,6.0,5.000000000000001,5.000000000000001,1.0,9.0
7914,General creator. Social media maven. Hipster-friendly entrepreneur. Zombie geek. Unapologetic tv trailblazer.,2.0,8.0,3.0,6.0,8.0,6.999999999999999,5.000000000000001,11.0
7915,Twitter fan. Beer geek. Passionate internet buff. General tv expert. Creator. Hardcore food maven.,6.0,9.0,3.0,6.0,8.0,9.0,5.000000000000001,0.0
7916,Freelance communicator. Professional bacon evangelist. Wannabe music geek. Troublemaker. Zombie guru.,5.000000000000001,1.0,1.0,6.0,9.0,8.0,3.0,5.0
7917,Twitter advocate. Freelance web geek. Professional tv nerd. Bacon trailblazer. Friend of animals everywhere.,1.0,5.000000000000001,1.0,1.0,4.0,4.0,9.0,3.0
7918,Communicator. Passionate troublemaker. Tv practitioner. Infuriatingly humble food lover.,6.0,2.0,8.0,1.0,1.0,6.999999999999999,3.0,4.0
7919,Explorer. Falls down a lot. Creator. Professional web lover. Total music practitioner. Tv fan.,6.999999999999999,4.0,9.0,1.0,6.999999999999999,6.999999999999999,5.000000000000001,8.0
7920,Friend of animals everywhere. Incurable alcohol maven. Passionate tv buff. Award-winning twitter fanatic. Creator.,4.0,8.0,3.0,4.0,6.0,6.999999999999999,3.0,3.0
7921,Hipster-friendly explorer. Award-winning coffee fanatic. Analyst. Problem solver. Troublemaker.,5.000000000000001,8.0,6.0,2.0,4.0,5.000000000000001,0.0,9.0
7922,Analyst. Reader. Travel specialist. Writer. Passionate bacon advocate. Proud internet nerd. Explorer. Troublemaker. Introvert.,6.999999999999999,6.0,2.0,9.0,1.0,1.0,3.0,5.0
7923,Avid bacon lover. Award-winning travel advocate. Unapologetic social media junkie. Student.,9.0,9.0,3.0,9.0,8.0,4.0,6.999999999999999,9.0
